id;label;function;year;place
3872;Jacob Roorda & Geertruid Nieuwenhuis;Bruidspaar;1758;
3873;H. Stapert;Auteur;;
3874;Boudewinus Cortenhovius & Theodora Meerman;Bruidspaar;1678;
3875;Jacob Dircksz Plantenburgh;Drukker;;Schiedam
3876;Thomas Munckerus;Auteur;;
3877;Jacob Jansen Maynema & Jannetgen Pietersd;Bruidspaar;1617;
3878;Cornelis Lodewijkcksz van der Plasse;Drukker;;
3879;Dirk Bogaard & Maria de Mond;Bruidspaar;1678;
3880;Joost I (wed) Pluymer;Drukker;;Moordrecht
3881;Otto van Belkamp;Auteur;;
3882;Adriaan Bogaard;Auteur;;
3883;Cornelis van Melle & Margarita Cocquelle;Bruidspaar;1695;
3884;Jacobus van Poelje;Drukker;;Rotterdam
3885;Michiel Mounier & Johanna de Fresne;Bruidspaar;1730;
3886;Zacharias van Poelje;Drukker;;Rotterdam
3887;Wilhem Macquet & Pieternella Louysa de Fresne;Bruidspaar;1729;
3888;Dirk van Poolsum & Anna Maria van Engelen;Bruidspaar;1717;
3889;Jacob van Poolsum;Drukker;;Hoorn
3890;Dionys Janzonius;Auteur;;
3891;Raphaël Aredondo des Los Rios & Judith de Lombroso;Bruidspaar;1701;
3892;Jurriaen van (wed) Poolsum;Drukker;;Amsterdam
3893;Matthaeus Hek;Auteur;;
3894;Wilhelm Brugman & Maria Ernst van Bassen;Bruidspaar;1631;
3895;Petrus Poppius;Drukker;;
3896;Willem Molenaar & Geertruid Heisterman;Bruidspaar;1721;
3897;Nicolaas Potgieter;Drukker;;Raamsdonk
3898;I.Iz Heisterman;Auteur;;
3899;Casper Adriaan Parduyn & Maria van Citters;Bruidspaar;1717;
3900;Aäron van II Poulle;Drukker;;
3901;Gerard de Mauregnault & Johanna Cornelia de Muincq;Bruidspaar;1720;
3902;Johan de Mauregnault;Auteur;;
3903;Johan (jr) Heinius & Engelina Hoffham;Bruidspaar;1752;
3904;P.A. (wed en erven) Proper;Drukker;;
3905;Neuber geb. Heinius;Auteur;;
3906;Arent Jansz Veeckens & Johanna Swammerdam;Bruidspaar;1733;
3907;Abraham van der II Putte;Drukker;;Amsterdam
3908;Jan Veeckens;Auteur;;
3909;Hermannus Veeckens;Auteur;;
3910;Nicolaas Veeckens;Auteur;;
3911;Susanna Veeckens;Auteur;;
3912;Jacob Veeckens;Auteur;;
3913;David van Oostrum & Johanna Petronella Engelbregt;Bruidspaar;1742;
3914;Abraham van der Putte;Auteur;;
3915;Abraham Engelbregt;Auteur;;
3916;Jan Engelbregt;Auteur;;
3917;Jan Veenendaal;Auteur;;
3918;J.B.B.;Auteur;;
3919;Eerich Steinsz Brahe & Licia van Eysinga;Bruidspaar;1616;
3920;Abraham van den Rade;Drukker;;
3921;Hendrik van Zuylen & Margareta Bontekoning;Bruidspaar;1756;
3922;Henrick Raket;Auteur, Drukker;;Leeuwarden
3923;Mattheus Molenaar;Auteur;;
3924;Jacob Martini & Johanna van der Lyn;Bruidspaar;1684;
3925;Gerrit Rammazeyn;Drukker;;Zutphen
3926;R.J.A. H.V.E.P.R.;Auteur;;
3927;Joannes Vollenhove & Maria Backer;Bruidspaar;1691;
3928;Elisabeth van den Heuvel;Auteur;;
3929;Jan van Alonse & Anna van der Kloot;Bruidspaar;1701;
3930;Constantia van der Kloot;Auteur;;
3931;Holland Valk van Blanken & Dorothea Bosch;Bruidspaar;1707;
3932;Rexivit van Naerssen;Auteur;;
3933;Claudius Lormier & Johanna Catharina Steenlack;Bruidspaar;1712;
3934;Johan van Buren & Adriana Dingmans;Bruidspaar;1713;
3935;Paulus Colonius & Catharina Lemans;Bruidspaar;1652;
3936;Johannes Rammazeyn;Drukker;;Den Haag
3937;Franciscus de Wael;Auteur;;
3938;Nicolaes Cau & Maria Stavenisse;Bruidspaar;1660;
3939;Petrus van Gelre;Auteur;;
3940;Aalbart Pietersz Wieringen & Cornelia van Waarder;Bruidspaar;1638;
3941;Pieter Rammazeyn;Drukker;;Amsterdam
3942;K. van Waarder;Auteur;;
3943;Anthony Jacob van Lankeren & Maria de Vries;Bruidspaar;1756;
3944;Arent (wed) Rampen;Drukker;;Gouda
3945;W. Arnoldsz Koolhaas;Auteur;;
3946;Martinus Hasebaart & Veronica van den Burgh;Bruidspaar;1707;
3947;Johannes I Ratelband;Drukker;;Amsterdam
3948;Johannes Hooghcamer & Clara Vinck;Bruidspaar;1636;
3949;M. Hoefysers;Auteur;;
3950;Adriaen de Hertogh & Elizabeth Boshuysen;Bruidspaar;1636;
3951;Nicolaes Rochus van de Kapel & Elisabeth Suyrland;Bruidspaar;1640;
3952;Ysaack Deurhof & Cornelia van de Rosieren;Bruidspaar;1641;
3953;Petrus Reigersbergius & Agnes Hooftman;Bruidspaar;1641;
3954;Isaac Gruterus;Auteur;;
3955;Adam Heysterman & Hester Mol;Bruidspaar;1643;
3956;Jan Zoet;Auteur;;
3957;Christiaen Willocqueau & Maria van Breugel;Bruidspaar;1645;
3958;Paulus Timmerman & Magdalena Camp;Bruidspaar;1614;
3959;Jeremias Plancius & Elisabet de Marez;Bruidspaar;1615;
3960;D. Plancius;Auteur;;
3961;H. Vogelius;Auteur;;
3962;Daniel Mostart;Auteur;;
3963;Hans Martens & Angnita Jansd Engels;Bruidspaar;1616;
3964;Mathaeus Cleinaert & Eerlant Lambert;Bruidspaar;1616;
3965;Cornelis van Coeschot & Catarina van Gisselen;Bruidspaar;1616;
3966;Bartholomeus van Mildert & Elizabeth Flores;Bruidspaar;1616;
3967;Abraham van Mildert;Auteur;;
3968;Hendrick Martens & Anneken Jansd;Bruidspaar;1616;
3969;Gerrit Martens;Auteur;;
3970;Quintyn Claesz Delleman & Lucretia Sluyters;Bruidspaar;1617;
3971;Jacobus van Cralingen & Magdalena van Soest;Bruidspaar;1617;
3972;I. Striemes;Auteur;;
3973;Abraham Maior & Martyntjen Harmans;Bruidspaar;1617;
3974;Hendrick Evertsz Paes & Katharina de Harduyn;Bruidspaar;1617;
3975;Pieter Benoyt & Anna de Marez;Bruidspaar;1618;
3976;Gerbrant Adriaensz Brederode;Auteur;;
3977;Dieryck Ysbrantsz Rodenburg & Catharina Boelen;Bruidspaar;1618;
3978;Peter Le Febvre & Nicole Wymer;Bruidspaar;1618;
3979;Gysbert Coning & Aefken Jans;Bruidspaar;1618;
3980;Daniel Vorstens & Cornelia Michielsd;Bruidspaar;1618;
3981;Nicolaas Jans & Margareta Stoffels;Bruidspaar;1618;
3982;Hendrick van Dortmont & Catarina Assenborghs;Bruidspaar;1618;
3983;Joannes Roelants;Auteur;;
3984;Caspar Celos & Helena Spees;Bruidspaar;1618;
3985;Justus Coppier & Jacoba van Teylingen;Bruidspaar;1618;
3986;Anthoni Aertsz & Hillegont Laurensd;Bruidspaar;1618;
3987;Dirck Pietersz Brugman & Geertruyd Hermans Overwater;Bruidspaar;1619;
3988;J. Coevershof;Auteur;;
3989;Joannes Boddens & Susanna Rudts;Bruidspaar;1619;
3990;Jean Klocker & Maria Drumez;Bruidspaar;1619;
3991;Joan Vernat & Sara van Gheel;Bruidspaar;1620;
3992;Jaques Jacobsz Rombouts & Maria Françoisd Du Gardyn;Bruidspaar;1621;
3993;Burgert van der Wael;Auteur;;
3994;Emanuel Colijn de Thovoyon & Catharina Cloppenburg;Bruidspaar;1622;
3995;Jan Jansz van Geel & Elisabeth Lampsius;Bruidspaar;1623;
3996;Jaques Jacobsz Rombouts;Auteur;;
3997;Alard Krombalck & Maria Tesselschade Roemers Visscher;Bruidspaar;1623;
3998;Christiaen Bochellion & Catharina de Wulf;Bruidspaar;1624;
3999;Cornelis Leendertsz Keyser & Hillegont Menten;Bruidspaar;1626;
4000;C.A. Keyser;Auteur;;
4001;Abraham Heydanus & Sara Looten;Bruidspaar;1627;
4002;Johannes H.A. Heydanus;Auteur;;
4003;Barend Lampe & Maria van Ravesteyn;Bruidspaar;1629;
4004;Henricus Geldorpius & Cornelia Elberts Pool;Bruidspaar;1631;
4005;Tobias Gutberleth;Auteur;;
4006;Johannes Gerhardia Besten;Auteur;;
4007;Arent Arentsz Haeck & Aeltjen Willems van Sengwerdt;Bruidspaar;1632;
4008;Arnoldus van G.D. Sengwerdt;Auteur;;
4009;Willem van Weely & Anna ten Hoof;Bruidspaar;1634;
4010;Hendrick Meurs & Judith Kotermans;Bruidspaar;1635;
4011;Henric Stulen & Cornelia Schelte;Bruidspaar;1691;
4012;Andries Rempelaar;Drukker;;Delft
4013;V.H. Stulen;Auteur;;
4014;Wilhelm de Greeff & Angenieta Mens;Bruidspaar;1712;
4015;R. Mens;Auteur;;
4016;G. Mens;Auteur;;
4017;C. de Greeff;Auteur;;
4018;Pieter Banheining & Cornelia Roswinkel;Bruidspaar;1719;
4019;F. Roswinkel;Auteur;;
4020;Hendrik van Harten & Johanna Verdogh;Bruidspaar;1720;
4021;Theodorus van Riemsdyck & Margareta Steentges;Bruidspaar;1648;
4022;Hermannus I Ribbius;Drukker;;Delft
4023;Dirk Munter & Catharina Laurentius;Bruidspaar;1674;
4024;W. Ribbius;Auteur;;
4025;Willem van Noortwyck & Sara Ribbius;Bruidspaar;1675;
4026;Henricus Ribbius & Anna de Visscher;Bruidspaar;1676;
4027;Jacobus de I. Visscher;Auteur;;
4028;Jacobus Sas & Catharina Alteren;Bruidspaar;1677;
4029;Antonius van Schayk;Auteur;;
4030;Florentius Vlaming & Christina van Beek;Bruidspaar;1678;
4031;David de Neufville & Agneta de Neufville;Bruidspaar;1681;
4032;Jakob Bus & Maria van Limburg;Bruidspaar;1686;
4033;Jan II Rieuwertsz;Drukker;;Leiden
4034;Dirk Jacobs & Susanna Rieuwertsz;Bruidspaar;1688;
4035;Jan van Koppenol;Auteur;;
4036;A. Hobrink;Auteur;;
4037;Florentius Croon;Auteur;;
4038;Jacob Verbeek & Gesina Kops;Bruidspaar;1696;
4039;Carlos Cocq & Maria Americana Donker;Bruidspaar;1699;
4040;Jan Abraham Willink & Hillegonda Willink;Bruidspaar;1706;
4041;Jakob Huisduinen;Auteur;;
4042;Petrus Smient;Auteur;;
4043;Samuel Lenaerts & Jenetta Margareta Petersen;Bruidspaar;1734;
4044;Gijsbert Rijkman;Auteur, Drukker;;
4045;Cornelis Lenaerts;Auteur;;
4046;Pieter Costerus;Auteur;;
4047;Barend de Harde & Cornelia Coyman;Bruidspaar;1732;
4048;Anthony de Harde;Auteur;;
4049;Fredrik de Harde;Auteur;;
4050;Willem Paling;Auteur;;
4051;Willem Gerard Sandt & Maria van der Valk;Bruidspaar;1735;
4052;Aubin Cazalz;Auteur;;
4053;Jacob Obbens;Auteur;;
4054;Hendrik Tadee;Auteur;;
4055;Daniel van Laren & Cecilia Muhl;Bruidspaar;1733;
4056;H. van Laar;Auteur;;
4057;Petrus Schouten & Catharina Hoogwout;Bruidspaar;;
4058;Feyken Rijp;Drukker;;Broek in Waterland
4059;Jacob Freni & Hendrina Petronella Arntzen;Bruidspaar;1757;
4060;Anthony van Rijschooten;Drukker;;Amsterdam
4061;Pieter Arntzen;Auteur;;
4062;J.P. H.L. Heimbach;Auteur;;
4063;Abraham Arntzen;Auteur;;
4064;Philippus Matthaeus & Sophia Jans Sydses;Bruidspaar;1656;
4065;Hendrick Rintjes;Drukker;;
4066;Carel Prince;Auteur;;
4067;Jan Jacobs & Syntgen Pietersd;Bruidspaar;1613;
4068;Adriaen I Roman;Drukker;;Amsterdam
4069;Nicolaus Mahu & Margareta Deymans;Bruidspaar;1613;
4070;Johannes Derramout & Sara Maes;Bruidspaar;1614;
4071;Dirck Dircksen Dell & Catharina Le Febvre;Bruidspaar;1639;
4072;Mahu Le Febvre;Auteur;;
4073;Johannes Deuzius & Sara Reuver;Bruidspaar;1640;
4074;Aegidius Roman;Drukker;;Haarlem
4075;Arend van Slichtenhorst;Auteur;;
4076;Jacob van (ca 1607-) Wassenaar & Petronella van Schayk;Bruidspaar;1641;
4077;Gerard van Nyendael;Auteur;;
4078;Bartholomeus van Panhuys & Mechtelt van Reede;Bruidspaar;1642;
4079;Jacob Cobbe & Margareta Elizabeth van Omme;Bruidspaar;1734;
4080;Jan Roman;Drukker;;Amsterdam
4081;Elizabeth Cobbe;Auteur;;
4082;Catharina Cobbe;Auteur;;
4083;Carel Bouman;Auteur;;
4084;Jacob Cobbe;Auteur;;
4085;Hendrik Reipers & Jannetje Bos;Bruidspaar;1703;
4086;Adriaan de Kramer & Alida Buytendyk;Bruidspaar;1725;
4087;H. Ulhoorn;Auteur;;
4088;Willem A.B. Onstenk;Auteur;;
4089;J. Baarenbroek;Auteur;;
4090;Jacob Jansz Marcus & Margareta Seba;Bruidspaar;1725;
4091;Joannes J.D.M. Sluyter;Auteur;;
4092;Arent Oterlyk & Helena van Neercassel;Bruidspaar;1729;
4093;Cornelis N.V.S. Bouman;Auteur;;
4094;Gerret Byl & Elisabeth Sluys;Bruidspaar;1714;
4095;Gualterus Petrus Boudaan & Katharina Margareta Romswinckel;Bruidspaar;1730;
4096;S.A.J.B. N.R.S.A.;Auteur;;
4097;Joannes Sluyter;Auteur;;
4098;Pieter de Vinder & Dorothea Heykoop;Bruidspaar;1670;
4099;Johannes van Toledo;Auteur;;
4100;Adrianus Severinus van Adelhoorn;Auteur, Drukker;;
4101;Wilhelmus Bernardusz Wyngaerden;Auteur;;
4102;Dirk Bruykverstand & Giertje Sleght;Bruidspaar;1729;
4103;Nicolaas Bruykverstand;Auteur;;
4104;Pieter Bruykverstand;Auteur;;
4105;I. Sleght;Auteur;;
4106;Pieter Kooy & Wendelina Roos;Bruidspaar;1729;
4107;S. Roos;Auteur;;
4108;P. Roos;Auteur;;
4109;Adriaan Kok & Johanna Boddens;Bruidspaar;1730;
4110;Barent Kok;Auteur;;
4111;Isaak Boddens;Auteur;;
4112;Gerrit Boddens;Auteur;;
4113;Bernardus van Gerrevink & Maria Lybreghts;Bruidspaar;1730;
4114;Johannes J.H. Ratelband;Auteur;;
4115;Johannes 't Lam;Auteur;;
4116;Jan Muyser & Geertruyd Moll;Bruidspaar;1706;
4117;Jacob van Royen;Auteur, Drukker;;Rotterdam
4118;Lambertus Feyten;Auteur;;
4119;Pieter de Wolf;Auteur;;
4120;Jean de Wolf & Margareta Verhammen;Bruidspaar;1706;
4121;C. van Reyneveld;Auteur;;
4122;Christiaan van Boneval & Agneta van Wachtendonk;Bruidspaar;1707;
4123;Arnold Houbraken;Auteur;;
4124;David Ruarus;Auteur, Drukker;;Amsterdam
4125;Anthony Geverink & Luitje Nieuboer;Bruidspaar;1728;
4126;Hendrik de Wilde & Catharina Maria Beerents;Bruidspaar;1730;
4127;Hermanus Beerents;Auteur;;
4128;Jan Gerrard de Mareez & Anna Thyssen;Bruidspaar;1731;
4129;Johan Graafland (1697-1767) & Catharina van Aferen;Bruidspaar;1731;
4130;Jacob Terwen & Maria van Langeren;Bruidspaar;1731;
4131;T. van Langeren;Auteur;;
4132;E. van der Burg;Auteur;;
4133;W.D. Meyer;Auteur;;
4134;Albertus de Marolles;Auteur;;
4135;Karel Wittebol & Maria Weijerbroek;Bruidspaar;1731;
4136;Jan Jacobsz van der Valk & Magdalena Cornelia van Houten;Bruidspaar;1732;
4137;Adrianus Jacobus van der Valk;Auteur;;
4138;D. van der Valk;Auteur;;
4139;Johan Andriessen & Christina Meusel;Bruidspaar;1754;
4140;Abraham II Rubert;Drukker;;Amsterdam
4141;Jacob (Petrus Matheusz) Gargon;Auteur;;
4142;Jakobus Andriessen;Auteur;;
4143;Andreas Andriessen (1733-1800);Auteur;;
4144;Cornelis van der (1670-1719) Pot & Catharina van Broekhuysen;Bruidspaar;1699;
4145;Izaak van Ruynen;Drukker;;Amsterdam
4146;Cornelius Thoen;Auteur;;
4147;Gerret Dinkelaag & Engeltje Adriaans;Bruidspaar;1734;
4148;Wilhelmus Ryp;Drukker;;Gouda
4149;M. Dinkelaag;Auteur;;
4150;B. Dinkelaag;Auteur;;
4151;David Broers & Christina Spronck;Bruidspaar;1683;
4152;Gillis Joosten Saeghman;Drukker;;Den Haag
4153;M. Broers;Auteur;;
4154;Michiel van Gesser & Catrina van der Styl;Bruidspaar;1683;
4155;Isaac van der Styl;Auteur;;
4156;Willem Harmans & Anneken Gerrits;Bruidspaar;1617;
4157;Felix van Sambix;Drukker;;Winschoten
4158;Gerard Laakeman & Elisabeth Schouten;Bruidspaar;;
4159;Pieter Sceperus;Drukker;;Rotterdam
4160;Florentius Douw & Christina Schouten;Bruidspaar;1700;
4161;Claas van Veen & Maria Bodisco;Bruidspaar;1725;
4162;Jan Adriaensz Blok & Katharina van Raad;Bruidspaar;1724;
4163;A. Adriaensz Blok;Auteur;;
4164;P.V.G.;Auteur;;
4165;Petrus Smids;Auteur;;
4166;Antoine (erven) Schelte;Drukker;;
4167;Willem Smits & Jacoba Scheltus;Bruidspaar;1751;
4168;Isaac II Scheltus & Maria Elizabeth de Rasiere;Bruidspaar;1760;
4169;Roelof Roelvinck & Dorothea Pekstok;Bruidspaar;1732;
4170;Johannes Schets;Drukker;;Amsterdam
4171;J.O.D. G.A.;Auteur;;
4172;Hendrick d' Acquet & Sophia Lieftingh;Bruidspaar;1658;
4173;Anthony Schoonhoven;Drukker;;Amsterdam
4174;Stephanus Marchant;Auteur;;
4175;A.V. Mast;Auteur;;
4176;Coenraad Smitt & Philis Hachmeester;Bruidspaar;1750;
4177;Jacob Cornelis Schoots van Capelle;Drukker;;Amsterdam
4178;F.L.W. Grand;Auteur;;
4179;Joan Willem Hachmeester;Auteur;;
4180;Jurgen Hachmeester;Auteur;;
4181;J.A. Sultz;Auteur;;
4182;Joan Bernhard Schömann & Christina Elisabeth van der Halle;Bruidspaar;1757;
4183;Elias Dreyssigmarck Weyland;Auteur;;
4184;Herman Christiaan Langreuter;Auteur;;
4185;Joachim Heinrich Hagemeister;Auteur;;
4186;Lambertus van de Velde;Auteur;;
4187;Klaas Hinlopen & Vroukje Braam;Bruidspaar;1724;
4188;Frederik Schotsman;Drukker;;Amsterdam
4189;Johannes Duym;Auteur;;
4190;Pieter van der Meulen & Maria de Hennion;Bruidspaar;1694;
4191;Anthony Schouten;Drukker;;Sloten
4192;Isaac Ubingh;Auteur;;
4193;François van Bochoven & Hendrina Christina de Lantman;Bruidspaar;1702;
4194;Adam Schouten & Sara La Mer;Bruidspaar;1715;
4195;Joannes Oosterdyk;Auteur;;
4196;Johan Reinhart Kutsch & Elisabeth Mulier;Bruidspaar;1759;
4197;Johanna Mulier;Auteur;;
4198;Gerard Mulier;Auteur;;
4199;F. Kutsch;Auteur;;
4200;Melchior Justus van Effen;Auteur;;
4201;Hendrik Brouwer;Auteur;;
4202;Adolph Schellinger & Anna Hoogwout;Bruidspaar;1703;
4203;Hendrik Koornhuys & Neeltje van Hardenberg;Bruidspaar;1723;
4204;Salomon Schouten;Auteur, Drukker;;Amsterdam
4205;Gerrit Lem;Auteur;;
4206;Gerrit Lem & Jacoba van Hardenberg;Bruidspaar;1723;
4207;Hendrik Koornhuys;Auteur;;
4208;Bartholomeus Pietersz Bruynvis & Maria van der Meulen;Bruidspaar;1726;
4209;I. I.V.H. Bruynvis;Auteur;;
4210;G. van der Gugten;Auteur;;
4211;Gerard Hoffham & Catharina Tideman;Bruidspaar;1727;
4212;Jeremias van der Meer & Maria Johanna Munter;Bruidspaar;1738;
4213;Petrus d' Orville;Auteur;;
4214;Jan Six (1730-1779) & Susanna Catharina Bors van Waveren;Bruidspaar;1751;
4215;Joan Andriesz Calkoen;Auteur;;
4216;Jan van Dyk;Auteur;;
4217;Joan Geelvinck;Auteur;;
4218;J.E. de Petersen;Auteur;;
4219;W. van Lingen;Auteur;;
4220;Cornelis Hartwyk & Alyda Oosterhuysen;Bruidspaar;1703;
4221;Sebastianus (wed) Schouten;Drukker;;Capelle a/d IJssel
4222;Jacobus Willemsen & Anna Catharina Matthaeus;Bruidspaar;1728;
4223;Michiel Schryver;Drukker;;Rotterdam
4224;Pieter de Coup & Lucea Anna Boudens;Bruidspaar;1729;
4225;Jan Kauwelier;Auteur;;
4226;Martinus Jacobus Huysman & Johanna Maria van Citters;Bruidspaar;1729;
4227;Johannes Schuler & Johanna Swaan;Bruidspaar;1667;
4228;Cornelis Seldenslach;Drukker;;Leiden
4229;A. van der Lith;Auteur;;
4230;Wolraad-Philip de La Cave;Auteur;;
4231;Jan van der Haeghen & Margerita Hidding;Bruidspaar;;
4232;Pieter von Selov;Drukker;;Amsterdam
4233;Aernout van der Haeghen & Pieternelle Hidding;Bruidspaar;1648;
4234;Jan van der Schep & Sibilla Honthorst;Bruidspaar;1725;
4235;Johannes van Septeren;Auteur, Drukker;;Hoorn
4236;Jan Bronlandt;Auteur;;
4237;Cornelis van der Schep;Auteur;;
4238;Abraham Twartt & Anna Langeraat;Bruidspaar;1726;
4239;Ysbrant Cornelisz van Heyningen & Eva Warnaerts;Bruidspaar;1636;
4240;Jacob Thomasz Sergeant;Drukker;;Vlissingen
4241;Matthias van Tol & Maria Caprarius;Bruidspaar;1671;
4242;Antoon Herman Toppinga & Anna Katharina Theodora van Westerbeek;Bruidspaar;1740;
4243;Jacob II Sipkes;Drukker;;
4244;Henricus Ketelanus & Aletta Sluyter;Bruidspaar;1736;
4245;Joan Helmans;Auteur;;
4246;Caspar Brandt & Agatha Paets;Bruidspaar;1691;
4247;Gerrit Slaats;Drukker;;Amsterdam
4248;Cornelis van Alkemade;Auteur;;
4249;J. van Groenveld;Auteur;;
4250;Johannes Cramer & Adriana Margareta van Asperen;Bruidspaar;1718;
4251;Gerrit (wed) Slaats;Drukker;;Amsterdam
4252;Adolph van Asperen;Auteur;;
4253;J. van Asperen;Auteur;;
4254;Nanning Kromhout & Cornelia Chevyn;Bruidspaar;1728;
4255;Willem van Sligt;Drukker;;Haarlem
4256;Reinoud Cramer;Auteur;;
4257;Joan Bouman & Maria Roosen;Bruidspaar;1735;
4258;Hendrik Sligtenhorst;Auteur, Drukker;;Haarlem
4259;Joan Bouman (Jr);Auteur;;
4260;Alida J.V. Reessen;Auteur;;
4261;J.T.;Auteur;;
4262;Jan Brak;Auteur;;
4263;H.L.;Auteur;;
4264;Jan Jacobusz de Wit & Helena Overvest;Bruidspaar;1740;
4265;Leonard Overvest;Auteur;;
4266;Jacobus Jansz Bosman;Auteur;;
4267;J.J. Kingma;Auteur;;
4268;Willem Slotboom & Johanna Verhoeve;Bruidspaar;1746;
4269;Abraham Rutgers;Auteur;;
4270;Pieter Verhoeve;Auteur;;
4271;Johannes Rutgers;Auteur;;
4272;Daniel (Jr) Varlet & Maria Du Mortier;Bruidspaar;1747;
4273;Willem van der Varlet Keere;Auteur;;
4274;H. van der Keere;Auteur;;
4275;J.J. Varlet;Auteur;;
4276;Lucas Bardon & Geertruyd Smit;Bruidspaar;1749;
4277;Adam Bardon;Auteur;;
4278;Samuel van Breda;Auteur;;
4279;Joannes de Haan & Ida Verhoeve;Bruidspaar;1750;
4280;George Wilhem Nieman & Elisabeth Duisenberg;Bruidspaar;1755;
4281;Jan Hendrik Duisenberg;Auteur;;
4282;W. Duisenberg;Auteur;;
4283;Pieter Willem van Lankeren & Elisabeth Bartelsman;Bruidspaar;1757;
4284;Jan Hendriksz Luden;Auteur;;
4285;Jacob Gefken;Auteur;;
4286;Dirk Elders;Auteur;;
4287;Hendrik Luden;Auteur;;
4288;Bartholomeus Ubelman & Johanna Bevers;Bruidspaar;1633;
4289;Pieter Jansz Slijp;Drukker;;Amsterdam
4290;Elias Provoost & Agnietje Gillis;Bruidspaar;1633;
4291;Johannes Pieck & Aletta Batava;Bruidspaar;1668;
4292;Regnerus Smetius;Drukker;;Vreeland
4293;Simon Linthorst & Susanna Abels;Bruidspaar;1725;
4294;Pieter Linthorst;Auteur;;
4295;Simon Linthorst;Auteur;;
4296;Susanna Abels;Auteur;;
4297;Susanna Geertruy Linthorst;Auteur;;
4298;Arent Linthorst;Auteur;;
4299;Suzanna Le Grand;Auteur;;
4300;Geertruy Linthorst;Auteur;;
4301;Jacobus Linthorst;Auteur;;
4302;Dina Koolhaas;Auteur;;
4303;Harmen Angel;Auteur;;
4304;Jan Jacobsz Marcus & Anna van der Nolk;Bruidspaar;1725;
4305;Gerardus II Borstius & Susanna van Thiel;Bruidspaar;1743;
4306;Gerrit Jz Backer & Johanna Backer;Bruidspaar;1707;
4307;Rodrigo Craanen & Gerarda Bosch;Bruidspaar;1708;
4308;Jacobus Dop;Auteur;;
4309;Abraham de Vries & Leyntje van den Ende;Bruidspaar;1715;
4310;J.Wz Dop;Auteur;;
4311;Gerardus Steenhuysen & Jannetje de Vries;Bruidspaar;1716;
4312;Abraham de Ridder & Johanna Magdalena van Dyk;Bruidspaar;1719;
4313;Simon de Ridder;Auteur;;
4314;Gerrit van Dulken;Auteur;;
4315;Jan Verhoeve;Auteur;;
4316;Jan van Heemskerk & Catharina Du Sart;Bruidspaar;1725;
4317;Izaak Du Sart;Auteur;;
4318;Jan Sart;Auteur;;
4319;R. Kiliaansz van Rensselaar;Auteur;;
4320;Johan Steengracht & Barbara Veth;Bruidspaar;1657;
4321;Henrick Smidt;Drukker;;Amsterdam
4322;Johannis van Schalkwyk & Sophia Vergeer;Bruidspaar;1700;
4323;Nicolaas Smit;Drukker;;Amsterdam
4324;Johannes Domburg;Auteur;;
4325;Canzius Onderdewyngaart & Jacoba van der Kaag;Bruidspaar;1760;
4326;Egbert van der Smout;Drukker;;
4327;Kornelis van der Sleyden;Auteur;;
4328;Bernardus Nordingh Doitsma;Auteur;;
4329;Matthys van de Put & Hester Elisabeth Klocker;Bruidspaar;1717;
4330;Jan Soer;Drukker;;Rotterdam
4331;J.M. Stochius;Auteur;;
4332;K. van de Put;Auteur;;
4333;Gerard Kuyken & Femmilia van Leuvenig;Bruidspaar;1703;
4334;Engelbertus Solmans;Drukker;;Amsterdam
4335;Anthonie van Rensselaar & Bartha Pekstok;Bruidspaar;1703;
4336;Kiliaan van Rensselaar & Sara Maria Boekholt;Bruidspaar;1704;
4337;Adriaan Oets;Auteur;;
4338;Gerardus van der Graaf & Geertruida Mortier;Bruidspaar;1706;
4339;Petrus Iz Mortier;Auteur;;
4340;N. van der Graaf;Auteur;;
4341;Jan Bent & Aaltje Schellinger;Bruidspaar;1719;
4342;Pieter Jacobsz Spaan;Drukker;;Amsterdam
4343;Claas t Lam;Auteur;;
4344;Paulus Chevallier & Margareta Geertruid Alberthoma;Bruidspaar;1753;
4345;Hajo Spandaw;Drukker;;Den Haag
4346;Robertus Alberthoma;Auteur;;
4347;Ewald Hollebeek & Anna Maria Gerdes;Bruidspaar;1758;
4348;Eberhard Heineken;Auteur;;
4349;Isaäk Reinder baron van Raesfelt & Clara Fejouna de Sytzema barones van Bellingeweer;Bruidspaar;1750;
4350;Jurjen Spandaw;Drukker;;Leiden
4351;G. Houx de Gramant;Auteur;;
